onset,duration,description
1970-01-01 00:00:00.000000,0.0,Blink
1970-01-01 00:00:00.000000,0.0,Mordida
1970-01-01 00:00:00.000000,0.0,Left
1970-01-01 00:00:00.000000,0.0,Right
1970-01-01 00:00:08.738462,0.4247104247104243,Blink
1970-01-01 00:00:11.183765,0.46332046332046417,Blink
1970-01-01 00:00:13.912207,0.4375804375804364,Blink
1970-01-01 00:00:16.627780,0.41184041184041575,Blink
1970-01-01 00:00:19.764846,0.3989703989703983,Blink
1970-01-01 00:00:22.428938,0.3732303732303741,Blink
1970-01-01 00:00:25.279646,0.4633204633204606,Blink
1970-01-01 00:00:27.930869,0.4247104247104261,Blink
1970-01-01 00:00:31.708218,0.4890604890604884,Blink
1970-01-01 00:00:34.461873,0.5019305019305023,Blink
1970-01-01 00:00:37.209620,0.5148005148005197,Blink
1970-01-01 00:00:41.006274,0.5276705276705229,Blink
1970-01-01 00:00:44.181950,0.6177606177606165,Blink
1970-01-01 00:00:46.820302,0.5148005148005197,Blink
1970-01-01 00:00:50.150418,0.4761904761904745,Blink
1970-01-01 00:00:53.110521,0.7207207207207205,Blink
1970-01-01 00:00:55.941924,0.772200772200776,Blink
1970-01-01 00:00:59.246300,0.48906048906049193,Blink
1970-01-01 00:01:01.794562,0.46332046332046417,Blink
1970-01-01 00:01:04.130470,0.6563706563706688,Blink
1970-01-01 00:01:08.885940,0.2702702702702737,Mordida
1970-01-01 00:01:12.232143,0.2960102960102944,Mordida
1970-01-01 00:01:15.330598,0.28314028314028405,Mordida
1970-01-01 00:01:17.441281,0.2187902187902182,Mordida
1970-01-01 00:01:21.212194,0.32175032175031504,Mordida
1970-01-01 00:01:23.959942,0.24453024453023886,Mordida
1970-01-01 00:01:26.611165,0.32175032175031504,Mordida
1970-01-01 00:01:29.027510,0.2574002574002634,Mordida
1970-01-01 00:01:30.739221,0.2574002574002492,Mordida
1970-01-01 00:01:32.592503,0.3474903474903499,Mordida
1970-01-01 00:01:35.086068,0.23166023166022853,Mordida
1970-01-01 00:01:37.171010,0.23166023166022853,Mordida
1970-01-01 00:01:39.346042,0.24453024453023886,Mordida
1970-01-01 00:01:41.482465,0.45045045045044674,Mordida
1970-01-01 00:01:43.911680,0.1673101673101769,Mordida
1970-01-01 00:01:45.803571,0.2702702702702595,Mordida
1970-01-01 00:01:47.541023,0.3088803088803047,Mordida
1970-01-01 00:01:49.355695,0.33462033462032537,Mordida
1970-01-01 00:01:51.163932,0.28314028314028405,Mordida
1970-01-01 00:01:53.042954,0.2574002574002492,Mordida
1970-01-01 00:01:54.928411,0.3088803088803189,Mordida
1970-01-01 00:01:56.820302,0.2960102960102944,Mordida
1970-01-01 00:01:58.789414,0.32175032175032925,Mordida
1970-01-01 00:02:00.430341,0.36036036036036023,Mordida
1970-01-01 00:02:02.270753,0.3088803088803047,Mordida
1970-01-01 00:02:03.956725,0.37323037323038477,Mordida
1970-01-01 00:02:05.687741,0.3474903474903499,Mordida
1970-01-01 00:02:14.169080,0.45045045045046095,Left
1970-01-01 00:02:16.356982,0.5148005148004984,Left
1970-01-01 00:02:18.364704,0.6048906048905849,Left
1970-01-01 00:02:22.248230,0.4761904761904816,Left
1970-01-01 00:02:24.069337,0.5662805662805681,Left
1970-01-01 00:02:25.871139,0.42471042471041187,Left
1970-01-01 00:02:45.285151,0.3989703989703912,Left
1970-01-01 00:02:52.849501,0.4761904761904816,Left
1970-01-01 00:02:54.590171,0.5148005148005268,Left
1970-01-01 00:03:09.677043,0.4375804375804364,Right
1970-01-01 00:03:11.166747,0.5662805662805681,Right
1970-01-01 00:03:13.084379,0.5920205920205888,Right
1970-01-01 00:03:15.182191,0.5662805662805681,Right
1970-01-01 00:03:17.125563,0.6177606177606094,Right
1970-01-01 00:03:18.361084,0.5534105534105436,Right
1970-01-01 00:03:19.245898,0.5920205920205888,Right
1970-01-01 00:03:21.369450,0.6177606177606094,Right
1970-01-01 00:03:23.480132,0.6048906048905849,Right
1970-01-01 00:03:25.870737,0.6563706563706546,Right
1970-01-01 00:03:28.161599,0.6177606177606094,Right
1970-01-01 00:03:30.413851,0.5791505791505642,Right
1970-01-01 00:03:32.685409,0.6435006435006301,Right
1970-01-01 00:03:34.680261,0.6563706563706546,Right
1970-01-01 00:03:36.462757,0.6435006435006301,Right
1970-01-01 00:03:38.573440,0.540540540540519,Right
1970-01-01 00:03:40.671252,0.540540540540519,Right
1970-01-01 00:03:42.511663,0.6048906048906133,Right
1970-01-01 00:03:44.477558,0.6435006435006585,Right
1970-01-01 00:03:46.781290,0.630630630630634,Right
1970-01-01 00:03:48.969192,0.6563706563706546,Right
1970-01-01 00:03:51.150660,0.5148005148005268,Right
1970-01-01 00:03:53.196992,0.540540540540519,Right
1970-01-01 00:03:55.162886,0.6048906048906133,Right
1970-01-01 00:03:56.848858,0.6306306306306055,Right
1970-01-01 00:03:58.856580,0.6949806949806998,Right
1970-01-01 00:04:01.057352,0.6177606177606378,Right
1970-01-01 00:04:03.502654,0.6821106821106753,Right
